ID,Date,PRCP,SNOW,TMAX,TMIN,TAVG,AWND,BikeRides,Holiday,Month,Weekday
202,22/07/2015,0.0,0.0,31.7,22.2,27.6,4.2,12934,0,7,2
203,23/07/2015,0.0,0.0,31.1,21.7,26.7,2.9,12992,0,7,3
204,24/07/2015,0.0,0.0,32.2,20.6,26.9,3.0,13339,0,7,4
205,25/07/2015,0.0,0.0,32.2,22.2,27.3,3.3,12902,0,7,5
206,26/07/2015,0.0,0.0,32.8,23.3,27.9,5.1,11314,0,7,6
207,27/07/2015,23.9,0.0,32.2,22.8,27.7,2.6,10919,0,7,0
208,28/07/2015,0.0,0.0,34.4,25.0,28.6,1.9,11976,0,7,1
209,29/07/2015,0.0,0.0,33.3,25.6,28.6,3.8,12170,0,7,2
210,30/07/2015,13.5,0.0,33.3,25.6,28.6,3.6,10808,0,7,3
211,31/07/2015,0.0,0.0,33.3,23.3,28.7,3.5,12396,0,7,4
212,01/08/2015,0.0,0.0,33.3,23.3,28.4,3.1,12043,0,8,5
213,02/08/2015,0.0,0.0,32.8,22.8,27.9,2.9,11447,0,8,6
214,03/08/2015,0.0,0.0,33.9,22.2,27.7,4.3,12085,0,8,0
215,04/08/2015,1.0,0.0,35.6,24.4,29.9,3.3,11626,0,8,1
216,05/08/2015,0.0,0.0,33.9,23.9,28.6,2.8,12501,0,8,2
217,06/08/2015,0.0,0.0,29.4,23.9,27.2,3.4,12617,0,8,3
218,07/08/2015,1.3,0.0,28.3,21.1,24.8,3.8,12181,0,8,4
219,08/08/2015,0.0,0.0,31.1,23.3,26.7,3.7,12970,0,8,5
220,09/08/2015,0.0,0.0,31.7,22.2,26.4,3.3,11651,0,8,6
221,10/08/2015,3.8,0.0,26.1,22.2,24.6,4.7,10494,0,8,0
222,11/08/2015,8.6,0.0,32.2,22.8,25.9,-4.1,11342,0,8,1
223,12/08/2015,0.0,0.0,29.4,21.1,25.9,4.7,12485,0,8,2
224,13/08/2015,,0.0,29.4,20.0,24.8,2.9,12435,0,8,3
225,14/08/2015,0.0,0.0,31.1,17.8,24.4,2.0,12549,0,8,4
226,15/08/2015,0.0,0.0,32.2,20.0,25.3,3.4,12082,0,8,5
227,16/08/2015,0.0,0.0,34.4,20.6,26.1,3.1,10192,0,8,6
228,17/08/2015,0.0,0.0,35.6,22.2,27.7,3.6,10971,0,8,0
229,18/08/2015,0.0,0.0,32.2,23.3,27.4,2.9,11595,0,8,1
230,19/08/2015,0.0,0.0,32.8,25.0,27.6,4.3,11966,0,8,2
231,20/08/2015,4.3,0.0,30.0,23.3,26.9,3.5,10192,0,8,3
232,21/08/2015,0.0,0.0,30.0,21.7,25.3,4.1,12902,0,8,4
233,22/08/2015,0.0,0.0,30.0,18.3,24.4,2.7,12339,0,8,5
234,23/08/2015,0.0,0.0,29.4,17.8,23.9,2.3,10981,0,8,6
235,24/08/2015,10.4,0.0,32.8,21.7,26.1,3.2,10283,0,8,0
236,25/08/2015,0.0,0.0,29.4,20.6,24.9,3.7,12672,0,8,1
237,26/08/2015,0.0,0.0,27.8,19.4,23.3,3.5,12330,0,8,2
238,27/08/2015,0.0,0.0,27.8,17.2,22.6,3.0,12406,0,8,3
239,28/08/2015,0.0,0.0,28.3,18.3,23.4,1.8,12210,0,8,4
240,29/08/2015,0.0,0.0,31.7,19.4,25.1,4.3,11526,0,8,5
241,30/08/2015,0.0,0.0,30.6,20.6,24.8,3.4,10188,0,8,6
242,31/08/2015,0.0,0.0,31.1,23.3,26.8,3.6,11052,0,8,0
243,01/09/2015,0.0,0.0,35.0,21.7,27.6,1.9,11522,0,9,1
244,02/09/2015,0.0,0.0,34.4,23.9,28.4,2.2,11378,0,9,2
245,03/09/2015,0.0,0.0,35.6,23.3,27.9,2.2,11131,0,9,3
246,04/09/2015,0.0,0.0,33.3,23.9,28.0,3.3,11050,0,9,4
247,05/09/2015,0.0,0.0,30.0,22.8,26.2,3.6,10867,0,9,5
248,06/09/2015,0.0,0.0,30.6,20.0,24.9,2.1,12400,0,9,6
249,07/09/2015,0.0,0.0,32.2,20.6,25.9,2.7,10351,1,9,0
250,08/09/2015,0.0,0.0,33.3,22.2,27.6,3.9,10965,0,9,1
251,09/09/2015,0.0,0.0,34.4,23.9,28.3,3.8,11065,0,9,2
252,10/09/2015,2.8,0.0,28.9,21.1,25.7,4.3,10356,0,9,3
253,11/09/2015,0.0,0.0,30.6,18.3,23.6,3.2,12167,0,9,4
254,12/09/2015,4.1,0.0,23.9,19.4,22.4,2.6,6665,0,9,5
255,13/09/2015,0.0,0.0,23.3,15.6,20.5,4.8,10397,0,9,6
256,14/09/2015,0.0,0.0,26.7,12.8,19.3,3.8,11156,0,9,0
257,15/09/2015,0.0,0.0,28.9,15.6,21.7,1.7,11943,0,9,1
258,16/09/2015,0.0,0.0,30.0,15.6,23.1,1.6,11938,0,9,2
259,17/09/2015,0.0,0.0,30.0,17.2,23.3,2.3,11949,0,9,3
260,18/09/2015,0.0,0.0,30.6,18.3,23.6,2.7,11956,0,9,4
261,19/09/2015,0.0,0.0,30.6,19.4,23.9,3.4,11580,0,9,5
262,20/09/2015,0.0,0.0,27.8,20.0,23.4,4.8,10998,0,9,6
263,21/09/2015,5.8,0.0,21.1,17.2,19.8,4.7,7816,0,9,0
264,22/09/2015,0.0,0.0,23.9,16.7,19.1,4.4,11952,0,9,1
265,23/09/2015,0.0,0.0,26.7,15.6,21.0,3.8,12773,0,9,2
266,24/09/2015,0.0,0.0,26.1,15.6,20.7,3.5,12514,0,9,3
267,25/09/2015,0.0,0.0,22.8,17.2,20.3,4.7,11403,0,9,4
268,26/09/2015,0.0,0.0,23.3,17.8,2000.1,5.9,11038,0,9,5
269,27/09/2015,0.0,0.0,23.9,16.7,19.5,4.8,9979,0,9,6
270,28/09/2015,0.0,0.0,28.3,19.4,22.7,2.6,11305,0,9,0
271,29/09/2015,41.9,0.0,26.7,21.7,23.9,3.1,7240,0,9,1
272,30/09/2015,0.0,0.0,25.6,17.2,23.1,5.1,10184,0,9,2
273,01/10/2015,19.8,0.0,17.2,13.9,15.6,6.4,4799,0,10,3
274,02/10/2015,24.4,0.0,14.4,10.0,12.6,8.0,2079,0,10,4
275,03/10/2015,4.8,0.0,14.4,10.0,11.6,7.7,4050,0,10,5
276,04/10/2015,0.0,0.0,15.0,12.2,13.9,6.8,6624,0,10,6
277,05/10/2015,0.0,0.0,20.6,11.1,14.8,3.5,10445,0,10,0
278,06/10/2015,0.0,0.0,25.0,10.0,16.6,1.8,11551,0,10,1
279,07/10/2015,0.0,0.0,25.6,14.4,18.8,1.4,11734,0,10,2
280,08/10/2015,0.0,0.0,25.6,13.9,18.9,1.7,11711,0,10,3
281,09/10/2015,10.2,0.0,26.1,16.7,20.3,3.6,10501,0,10,4
282,10/10/2015,0.0,0.0,18.9,10.6,16.9,3.6,10269,0,10,5
283,11/10/2015,0.0,0.0,21.7,8.3,14.3,1.6,10491,0,10,6
284,12/10/2015,0.0,0.0,23.9,10.0,16.0,2.6,10495,1,10,0
285,13/10/2015,0.0,0.0,25.6,15.0,18.7,3.0,10803,0,10,1
286,14/10/2015,0.0,0.0,21.7,12.8,17.5,3.1,11406,0,10,2
287,15/10/2015,0.0,0.0,20.0,11.7,15.8,3.8,11506,0,10,3
288,16/10/2015,0.0,0.0,19.4,10.6,14.8,4.1,11263,0,10,4
289,17/10/2015,0.0,0.0,15.6,6.7,12.1,4.4,8782,0,10,5
290,18/10/2015,0.0,0.0,12.2,3.3,8.2,4.7,6978,0,10,6
291,19/10/2015,0.0,0.0,13.3,2.8,7.8,3.0,9074,0,10,0
292,20/10/2015,0.0,0.0,20.0,6.7,11.4,2.9,10036,0,10,1
293,21/10/2015,0.0,0.0,22.8,8.9,14.4,2.1,10678,0,10,2
294,22/10/2015,0.0,0.0,24.4,10.0,16.0,2.6,11287,0,10,3
295,23/10/2015,0.0,0.0,21.1,11.1,17.6,3.5,11470,0,10,4
296,24/10/2015,0.0,0.0,16.7,8.3,12.5,3.0,9730,0,10,5
297,25/10/2015,0.8,0.0,21.7,12.2,15.9,4.3,8587,0,10,6
298,26/10/2015,0.0,0.0,16.1,7.8,12.8,3.1,9973,0,10,0
299,27/10/2015,0.0,0.0,15.0,6.7,10.6,3.5,9797,0,10,1
300,28/10/2015,16.5,0.0,21.1,12.8,16.8,5.9,5179,0,10,2
301,29/10/2015,0.8,0.0,22.8,13.3,19.4,2.9,10632,0,10,3
302,30/10/2015,0.0,0.0,16.1,7.8,13.3,5.2,9700,0,10,4
303,31/10/2015,0.0,0.0,16.1,5.6,10.6,2.9,8721,0,10,5
304,01/11/2015,1.0,0.0,17.8,11.7,14.1,3.8,7211,0,11,6
305,02/11/2015,0.0,0.0,18.9,10.6,15.4,0.7,9446,0,11,0
306,03/11/2015,0.0,0.0,22.2,7.8,13.9,0.5,10508,0,11,1
307,04/11/2015,0.5,0.0,23.9,8.9,15.4,1.0,10822,0,11,2
308,05/11/2015,3.8,0.0,22.2,14.4,16.9,1.7,10553,0,11,3
309,06/11/2015,0.0,0.0,26.7,15.6,20.0,4.4,11609,0,11,4
310,07/11/2015,2.8,0.0,21.7,12.2,17.9,3.2,5610,0,11,5
311,08/11/2015,0.0,0.0,14.4,6.7,12.1,3.3,8995,0,11,6
312,09/11/2015,13.5,0.0,11.7,5.0,8.7,2.9,6715,0,11,0
313,10/11/2015,6.1,0.0,16.1,10.6,12.9,5.1,5773,0,11,1
314,11/11/2015,0.0,0.0,,10.6,14.1,4.7,8901,1,11,2
315,12/11/2015,0.3,0.0,18.9,9.4,12.8,3.0,8476,0,11,3
316,13/11/2015,0.0,0.0,16.7,9.4,14.9,5.1,9262,0,11,4
317,14/11/2015,,0.0,12.8,5.0,10.4,5.1,7171,0,11,5
318,15/11/2015,0.0,0.0,17.8,2.2,8.9,3.4,7441,0,11,6
319,16/11/2015,0.0,0.0,21.1,5.6,12.7,1.6,9156,0,11,0
320,17/11/2015,0.0,0.0,16.1,7.8,11.6,3.3,9226,0,11,1
321,18/11/2015,0.0,0.0,18.3,7.8,12.6,4.0,9768,0,11,2
322,19/11/2015,16.0,0.0,18.3,15.0,17.2,3.3,6255,0,11,3
323,20/11/2015,0.0,0.0,15.6,5.6,13.2,5.2,9097,0,11,4
324,21/11/2015,0.0,0.0,12.8,3.3,8.1,2.6,7299,0,11,5
325,22/11/2015,0.0,0.0,9.4,2.8,8.5,6.4,4948,0,11,6
326,23/11/2015,0.0,0.0,5.6,0.0,3.2,4.9,6601,0,11,0
327,24/11/2015,0.0,0.0,13.3,0.6,5.7,2.9,7500,0,11,1
328,25/11/2015,0.0,0.0,14.4,2.8,7.6,2.4,6864,0,11,2
